PART_NUMBER,CP2102,,,,
CLASS,J,,,,
PHYS_DES_PREFIX,U,,,,
VENDOR,UNSPEC,,,,
BODY_NAME,CP2102,,,,
JEDEC_TYPE,DIP4-CP2102,,,,
PIN_NUMBER,PIN_NAME,PIN_TYPE,SYMBOL,PIN_LOCATION,PIN_POSITION
1,TXD,UNSPEC,1,Left,2
2,RXD,UNSPEC,1,Left,0
3,GND,UNSPEC,1,Left,-2
4,5V,UNSPEC,1,Left,-4
