PART_NUMBER,L7805CV,,,,
CLASS,IC,,,,
PHYS_DES_PREFIX,U,,,,
VENDOR,UNSPEC,,,,
BODY_NAME,L7805CV,,,,
JEDEC_TYPE,DIP3-L7805,,,,
PIN_NUMBER,PIN_NAME,PIN_TYPE,SYMBOL,PIN_LOCATION,PIN_POSITION
1,Vi,UNSPEC,1,Left,2
2,GND,UNSPEC,1,Left,0
3,Vo,UNSPEC,1,Left,-2
