PART_NUMBER,LOCKSWITCH,,,,
CLASS,IC,,,,
PHYS_DES_PREFIX,J,,,,
VENDOR,UNSPEC,,,,
BODY_NAME,LOCKSWITCH,,,,
JEDEC_TYPE,DIP6-LOCKSWITCH,,,,
PIN_NUMBER,PIN_NAME,PIN_TYPE,SYMBOL,PIN_LOCATION,PIN_POSITION
1,1,UNSPEC,1,Left,2
2,2,UNSPEC,1,Right,2
3,3,UNSPEC,1,Left,0
4,4,UNSPEC,1,Right,0
5,5,UNSPEC,1,Left,-2
6,6,UNSPEC,1,Right,-2
