PART_NUMBER,BJT,,,,
CLASS,BJT,,,,
PHYS_DES_PREFIX,J,,,,
VENDOR,UNSPEC,,,,
BODY_NAME,BJT,,,,
JEDEC_TYPE,DIP3-BJT,,,,
PIN_NUMBER,PIN_NAME,PIN_TYPE,SYMBOL,PIN_LOCATION,PIN_POSITION
1,b,UNSPEC,1,Left,0
2,e,UNSPEC,1,Buttom,-2
3,c,UNSPEC,1,Top,2
