PART_NUMBER,OLED,,,,
CLASS,OLED,,,,
PHYS_DES_PREFIX,J,,,,
VENDOR,UNSPEC,,,,
BODY_NAME,OLED,,,,
JEDEC_TYPE,DIP7-OLED,,,,
PIN_NUMBER,PIN_NAME,PIN_TYPE,SYMBOL,PIN_LOCATION,PIN_POSITION
1,GND,UNSPEC,1,Left,6
2,VCC,UNSPEC,1,Left,4
3,SCL,UNSPEC,1,Left,2
4,SDA,UNSPEC,1,Left,0
5,RES,UNSPEC,1,Left,-2
6,DC,UNSPEC,1,Left,-4
7,CS,UNSPEC,1,Left,-6
