PART_NUMBER,SWITCH,,,,
CLASS,IC,,,,
PHYS_DES_PREFIX,S,,,,
VENDOR,UNSPEC,,,,
BODY_NAME,SWITCH,,,,
JEDEC_TYPE,SWITCH,,,,
PIN_NUMBER,PIN_NAME,PIN_TYPE,SYMBOL,PIN_LOCATION,PIN_POSITION
1,1,UNSPEC,1,Left,1
2,2,UNSPEC,1,Left,2
3,3,UNSPEC,1,Right,1
4,4,UNSPEC,1,Right,2
