PART_NUMBER,BUZZER,,,,
CLASS,BUZZER,,,,
PHYS_DES_PREFIX,J,,,,
VENDOR,UNSPEC,,,,
BODY_NAME,BUZZER,,,,
JEDEC_TYPE,DIP2-BUZZER,,,,
PIN_NUMBER,PIN_NAME,PIN_TYPE,SYMBOL,PIN_LOCATION,PIN_POSITION
1,VCC,UNSPEC,1,Left,2
2,BEEP,UNSPEC,1,Left,0
